compound	donor	gives to	average probability of donation
M_xan_e	Cloacibacillus_sp_DTU-UNIPD942	3	0.07666666666666667
M_xan_e	Pseudorhodobacter_sp_DTU-UNIPD967	1	0.5
M_xan_e	Ruminococcaceae_sp_DTU-UNIPD949	2	0.02
M_xtsn_e	Aeromicrobium_sp_DTU-UNIPD973	3	0.3766666666666667
M_xtsn_e	Azonexus_sp_DTU-UNIPD953	3	0.3866666666666667
M_xtsn_e	Bacteroidales_sp_DTU-UNIPD922	5	0.22400000000000003
M_xtsn_e	Bacteroidales_sp_DTU-UNIPD936	1	1.0
M_xtsn_e	Burkholderiales_sp_DTU-UNIPD944	3	1.0
M_xtsn_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	4	0.52
M_xtsn_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	4	0.5125
M_xtsn_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	3	0.6933333333333334
M_xtsn_e	Clostridia_sp_DTU-UNIPD946	3	0.35333333333333333
M_xtsn_e	Clostridia_sp_DTU-UNIPD951	4	0.5549999999999999
M_xtsn_e	Clostridia_sp_DTU-UNIPD964	4	0.017499999999999998
M_xtsn_e	Fermentimonas_massiliensis_DTU-UNIPD960	4	0.765
M_xtsn_e	Firmicutes_sp_DTU-UNIPD938	3	0.16666666666666666
M_xtsn_e	Limnochordia_sp_DTU-UNIPD975	4	0.3125
M_xtsn_e	Petrimonas_sp_DTU-UNIPD925	2	1.0
M_xtsn_e	Rikenellaceae_sp_DTU-UNIPD929	3	0.5033333333333333
M_xtsn_e	Syntrophothermus_sp_DTU-UNIPD934	2	0.505
M_xtsn_e	bin_8_metaspades	1	1.0
M_xylan4_e	Clostridia_sp_DTU-UNIPD924	2	1.0
M_xylan4_e	Clostridia_sp_DTU-UNIPD948	1	1.0
M_xylan4_e	Clostridia_sp_DTU-UNIPD964	2	1.0
M_xylan4_e	Clostridia_sp_DTU-UNIPD970	2	1.0
M_xylan4_e	Clostridiales_sp_DTU-UNIPD956	2	1.0
M_xylan4_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	1.0
M_xylan4_e	Firmicutes_sp_DTU-UNIPD921	5	0.952
M_xylan4_e	Firmicutes_sp_DTU-UNIPD930	2	0.735
M_xylan4_e	Ruminococcaceae_sp_DTU-UNIPD949	1	1.0
M_xylan4_e	Ruminococcaceae_sp_DTU-UNIPD968	1	1.0
M_xylan8_e	Firmicutes_sp_DTU-UNIPD930	1	0.33
