compound	donor	gives to	average probability of donation
M_anhgm_e	Clostridiales_sp_DTU-UNIPD939	2	0.9450000000000001
M_anhgm_e	Clostridiales_sp_DTU-UNIPD956	1	1.0
M_anhgm_e	Clostridiales_sp_DTU-UNIPD971	2	0.99
M_anhgm_e	Firmicutes_sp_DTU-UNIPD921	2	0.6950000000000001
M_anhgm_e	Firmicutes_sp_DTU-UNIPD923	1	1.0
M_anhgm_e	Firmicutes_sp_DTU-UNIPD930	2	1.0
M_anhgm_e	Firmicutes_sp_DTU-UNIPD938	2	0.85
M_anhgm_e	Firmicutes_sp_DTU-UNIPD940	2	0.405
M_anhgm_e	Firmicutes_sp_DTU-UNIPD954	2	1.0
M_anhgm_e	Firmicutes_sp_DTU-UNIPD966	1	1.0
M_anhgm_e	Ilumatobacter_sp_DTU-UNIPD920	2	1.0
M_anhgm_e	Limnochordia_sp_DTU-UNIPD962	1	1.0
M_anhgm_e	Pseudorhodobacter_sp_DTU-UNIPD967	2	1.0
M_anhgm_e	Ruminococcaceae_sp_DTU-UNIPD949	1	1.0
M_anhgm_e	Ruminococcaceae_sp_DTU-UNIPD968	1	1.0
M_anhgm_e	Sphaerochaeta_sp_DTU-UNIPD955	2	1.0
M_anhgm_e	Sphaerochaeta_sp_DTU-UNIPD963	1	0.5
M_anhgm_e	Synergistetes_sp_DTU-UNIPD919	2	0.75
M_anhgm_e	Syntrophomonas_sp_DTU-UNIPD935	2	1.0
M_anhgm_e	Syntrophothermus_sp_DTU-UNIPD934	2	1.0
M_anhgm_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	1.0
M_anhgm_e	bin_8_metaspades	1	1.0
M_arab__D_e	Catabacter_sp_DTU-UNIPD932	1	1.0
M_arab__D_e	Firmicutes_sp_DTU-UNIPD959	1	1.0
M_arab__L_e	Bacillus_sp_DTU-UNIPD918	1	0.28
M_arab__L_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	1.0
M_arab__L_e	Firmicutes_sp_DTU-UNIPD921	1	1.0
M_arab__L_e	Firmicutes_sp_DTU-UNIPD930	1	1.0
M_arab__L_e	Firmicutes_sp_DTU-UNIPD940	5	0.6519999999999999
M_arab__L_e	Ruminococcaceae_sp_DTU-UNIPD968	1	1.0
M_arab__L_e	bin_8_metaspades	2	1.0
M_arg__L_e	Acetomicrobium_sp_DTU-UNIPD972	12	0.6858333333333334
M_arg__L_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	30	0.8023333333333333
M_arg__L_e	Clostridiales_sp_DTU-UNIPD939	9	0.8688888888888889
M_arg__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	19	0.9445614035087718
M_asp__L_e	Acetomicrobium_sp_DTU-UNIPD972	11	0.31666666666666665
M_asp__L_e	Acidaminococcales_sp_DTU-UNIPD952	16	0.29812500000000003
M_asp__L_e	Aminobacterium_colombiense_DTU-UNIPD933	11	0.6793939393939393
M_asp__L_e	Bacillus_sp_DTU-UNIPD918	12	0.32166666666666666
M_asp__L_e	Bacillus_sp_DTU-UNIPD958	21	0.1838095238095238
M_asp__L_e	Cloacibacillus_sp_DTU-UNIPD942	24	0.1895833333333333
M_asp__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	10	0.787
M_asp__L_e	Firmicutes_sp_DTU-UNIPD938	15	0.24666666666666665
M_asp__L_e	Firmicutes_sp_DTU-UNIPD954	21	0.2652380952380953
M_asp__L_e	Rikenellaceae_sp_DTU-UNIPD929	9	0.5137037037037037
M_asp__L_e	Ruminococcaceae_sp_DTU-UNIPD968	19	0.2063157894736842
M_asp__L_e	Synergistetes_sp_DTU-UNIPD919	10	0.40199999999999997
M_asp__L_e	Tepidanaerobacter_sp_DTU-UNIPD928	15	0.2555555555555556
M_btd_RR_e	Clostridiales_sp_DTU-UNIPD971	1	0.05
M_btoh_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.05
M_but_e	Burkholderiales_sp_DTU-UNIPD944	1	1.0
M_but_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.025
M_but_e	Clostridiales_sp_DTU-UNIPD956	1	1.0
M_bz_e	Aeromicrobium_sp_DTU-UNIPD973	30	0.9716666666666666
M_bz_e	Alcaligenaceae_sp_DTU-UNIPD943	6	1.0
M_bz_e	Aminobacterium_colombiense_DTU-UNIPD933	28	0.9664285714285715
M_bz_e	Bacteroidales_sp_DTU-UNIPD922	4	0.5175000000000001
M_bz_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	35	0.9285714285714286
M_bz_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	6	0.84
M_bz_e	Cloacibacillus_sp_DTU-UNIPD942	9	1.0
M_bz_e	Clostridia_sp_DTU-UNIPD970	27	1.0
M_bz_e	Clostridiales_sp_DTU-UNIPD956	5	0.836
M_bz_e	Fermentimonas_massiliensis_DTU-UNIPD960	39	1.0
M_bz_e	Ilumatobacter_sp_DTU-UNIPD920	25	1.0
M_bz_e	Methanoculleus_thermophilus_DTU-UNIPD927	12	1.0
M_bz_e	Methanothermobacter_wolfeii_DTU-UNIPD957	19	0.9531578947368421
M_bz_e	Pseudorhodobacter_sp_DTU-UNIPD967	13	1.0
M_bz_e	Syntrophomonas_sp_DTU-UNIPD935	33	0.9712121212121211
M_bz_e	Syntrophothermus_sp_DTU-UNIPD934	33	0.9715151515151516
M_catechol_e	Pseudorhodobacter_sp_DTU-UNIPD967	1	0.3333333333333333
M_cgly_e	Acetomicrobium_sp_DTU-UNIPD972	4	0.18583333333333332
M_cgly_e	Acholeplasmatales_sp_DTU-UNIPD950	7	0.31857142857142856
M_cgly_e	Bacillus_sp_DTU-UNIPD918	2	1.0
M_cgly_e	Catabacter_sp_DTU-UNIPD932	14	0.6945238095238094
M_cgly_e	Cloacibacillus_sp_DTU-UNIPD942	4	0.8125
M_cgly_e	Clostridia_sp_DTU-UNIPD961	3	0.73
M_cgly_e	Clostridiales_sp_DTU-UNIPD926	16	0.6258333333333334
M_cgly_e	Clostridiales_sp_DTU-UNIPD971	5	0.834
M_cgly_e	Firmicutes_sp_DTU-UNIPD945	11	0.4424242424242424
M_cgly_e	Firmicutes_sp_DTU-UNIPD974	5	0.8039999999999999
M_chol_e	Acetomicrobium_sp_DTU-UNIPD972	2	0.04
M_chol_e	Alcaligenaceae_sp_DTU-UNIPD943	1	0.25
M_chol_e	Azonexus_sp_DTU-UNIPD953	1	1.0
M_chol_e	Bacillus_sp_DTU-UNIPD958	5	0.13
M_chol_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	2	0.025
M_chol_e	Clostridia_sp_DTU-UNIPD924	1	0.08
M_chol_e	Clostridia_sp_DTU-UNIPD946	1	0.01
M_chol_e	Clostridia_sp_DTU-UNIPD951	1	1.0
M_chol_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	0.12
M_chol_e	Firmicutes_sp_DTU-UNIPD930	1	0.5
M_chol_e	Petrimonas_sp_DTU-UNIPD925	1	1.0
M_chol_e	Ruminococcaceae_sp_DTU-UNIPD968	3	0.4066666666666667
M_chor_e	Bacteroidales_sp_DTU-UNIPD922	5	0.762
M_chor_e	Clostridiales_sp_DTU-UNIPD926	14	0.9492857142857142
M_chor_e	Fermentimonas_massiliensis_DTU-UNIPD960	15	0.9833333333333333
M_chor_e	Ilumatobacter_sp_DTU-UNIPD920	14	0.9157142857142857
M_chor_e	Limnochordia_sp_DTU-UNIPD975	10	0.992
M_chor_e	Methanoculleus_thermophilus_DTU-UNIPD927	15	0.9666666666666667
M_chor_e	Methanothermobacter_wolfeii_DTU-UNIPD957	15	0.9339999999999999
M_chor_e	Pseudorhodobacter_sp_DTU-UNIPD967	6	1.0
M_citr__L_e	Bacillus_sp_DTU-UNIPD918	2	0.085
M_citr__L_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.17
M_citr__L_e	Firmicutes_sp_DTU-UNIPD923	1	0.01
M_citr__L_e	Pseudorhodobacter_sp_DTU-UNIPD967	1	0.02
M_cmp_e	Firmicutes_sp_DTU-UNIPD959	3	1.0
M_cmp_e	Sphaerochaeta_sp_DTU-UNIPD963	1	1.0
M_co2_e	Acholeplasmatales_sp_DTU-UNIPD950	2	0.035
M_co2_e	Actinobacteria_sp_DTU-UNIPD965	1	0.01
M_co2_e	Aeromicrobium_sp_DTU-UNIPD973	2	0.02
M_co2_e	Bacillales_sp_DTU-UNIPD969	1	0.02
M_co2_e	Bacillus_sp_DTU-UNIPD958	3	0.05333333333333334
M_co2_e	Bacteroidales_sp_DTU-UNIPD922	2	0.015
M_co2_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.01
M_co2_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	4	0.21333333333333332
M_co2_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	1	0.01
M_co2_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	0.25
M_co2_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	0.02
M_co2_e	Cloacibacillus_sp_DTU-UNIPD942	2	0.01
M_co2_e	Clostridia_sp_DTU-UNIPD946	2	0.16
M_co2_e	Clostridia_sp_DTU-UNIPD948	1	0.02
M_co2_e	Clostridia_sp_DTU-UNIPD951	3	0.013333333333333334
M_co2_e	Clostridia_sp_DTU-UNIPD964	2	0.26
M_co2_e	Clostridia_sp_DTU-UNIPD970	1	0.01
M_co2_e	Clostridiales_sp_DTU-UNIPD939	1	0.1
M_co2_e	Clostridiales_sp_DTU-UNIPD956	1	0.5
M_co2_e	Clostridiales_sp_DTU-UNIPD971	1	0.03
M_co2_e	Fermentimonas_massiliensis_DTU-UNIPD960	2	0.505
M_co2_e	Firmicutes_sp_DTU-UNIPD921	1	0.3333333333333333
M_co2_e	Firmicutes_sp_DTU-UNIPD923	1	0.01
M_co2_e	Firmicutes_sp_DTU-UNIPD940	2	0.26
M_co2_e	Firmicutes_sp_DTU-UNIPD954	1	0.02
M_co2_e	Ilumatobacter_sp_DTU-UNIPD920	2	0.255
M_co2_e	Limnochordia_sp_DTU-UNIPD962	2	0.14
M_co2_e	Limnochordia_sp_DTU-UNIPD975	1	0.1
M_co2_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	0.255
M_co2_e	Methanothermobacter_wolfeii_DTU-UNIPD957	1	0.32
M_co2_e	Petrimonas_sp_DTU-UNIPD925	1	0.5
M_co2_e	Ruminococcaceae_sp_DTU-UNIPD949	1	0.03
M_co2_e	Ruminococcaceae_sp_DTU-UNIPD968	2	0.030000000000000002
M_co2_e	Sphaerochaeta_sp_DTU-UNIPD955	2	0.3333333333333333
M_co2_e	Syntrophothermus_sp_DTU-UNIPD934	1	0.5
M_co2_e	bin_8_metaspades	1	0.02
M_coa_e	Acetomicrobium_sp_DTU-UNIPD972	8	0.87625
M_coa_e	Acholeplasmatales_sp_DTU-UNIPD950	1	0.8
M_coa_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.7366666666666667
M_coa_e	Catabacter_sp_DTU-UNIPD932	1	1.0
M_coa_e	Clostridia_sp_DTU-UNIPD946	7	1.0
M_coa_e	Clostridiales_sp_DTU-UNIPD956	1	1.0
M_coa_e	Firmicutes_sp_DTU-UNIPD938	1	0.74
M_coa_e	Firmicutes_sp_DTU-UNIPD974	1	0.18
M_coa_e	Ruminococcaceae_sp_DTU-UNIPD968	8	0.87875
M_coa_e	Sphaerochaeta_sp_DTU-UNIPD955	6	1.0
M_coa_e	Sphaerochaeta_sp_DTU-UNIPD963	7	1.0
M_coa_e	Tepidanaerobacter_sp_DTU-UNIPD928	3	1.0
M_cu2_e	Bacillus_sp_DTU-UNIPD918	42	1.0
M_cu2_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	50	1.0
M_cys__L_e	Fermentimonas_massiliensis_DTU-UNIPD960	6	0.4533333333333333
M_cys__L_e	Petrimonas_sp_DTU-UNIPD925	5	0.7333333333333333
M_cytd_e	Bacteroidales_sp_DTU-UNIPD922	5	0.522
M_cytd_e	Clostridia_sp_DTU-UNIPD946	2	1.0
M_cytd_e	Methanoculleus_thermophilus_DTU-UNIPD927	2	1.0
M_cytd_e	Rikenellaceae_sp_DTU-UNIPD929	1	0.03
M_dcyt_e	Clostridia_sp_DTU-UNIPD951	1	0.05
M_dha_e	Bacteroidales_sp_DTU-UNIPD936	1	0.74
M_dha_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	2	0.2
M_dha_e	Clostridia_sp_DTU-UNIPD946	4	0.14500000000000002
M_dha_e	Petrimonas_sp_DTU-UNIPD925	1	0.5
M_dtmp_e	Acidaminococcales_sp_DTU-UNIPD952	2	1.0
M_dtmp_e	Actinobacteria_sp_DTU-UNIPD965	3	1.0
M_etha_e	Acholeplasmatales_sp_DTU-UNIPD950	1	0.03
M_etha_e	Aeromicrobium_sp_DTU-UNIPD973	1	0.1
M_etha_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.09
M_etha_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.18000000000000002
M_etha_e	Clostridia_sp_DTU-UNIPD924	1	0.03
M_etha_e	Clostridia_sp_DTU-UNIPD946	1	0.01
M_etha_e	Clostridia_sp_DTU-UNIPD948	1	0.03
M_etha_e	Clostridia_sp_DTU-UNIPD961	3	0.13
M_etha_e	Clostridiales_sp_DTU-UNIPD939	1	0.06
M_etha_e	Clostridiales_sp_DTU-UNIPD956	2	0.33
M_etha_e	Fermentimonas_massiliensis_DTU-UNIPD960	1	0.36
M_etha_e	Firmicutes_sp_DTU-UNIPD921	2	0.055
M_etha_e	Firmicutes_sp_DTU-UNIPD923	1	0.01
M_etha_e	Firmicutes_sp_DTU-UNIPD930	2	0.034999999999999996
M_etha_e	Firmicutes_sp_DTU-UNIPD938	1	0.01
M_etha_e	Firmicutes_sp_DTU-UNIPD954	2	0.055
M_etha_e	Methanothermobacter_wolfeii_DTU-UNIPD957	4	0.08000000000000002
M_etha_e	Syntrophothermus_sp_DTU-UNIPD934	3	0.11
M_etha_e	bin_8_metaspades	1	0.01
M_etoh_e	Aeromicrobium_sp_DTU-UNIPD973	9	0.23444444444444448
M_etoh_e	Alcaligenaceae_sp_DTU-UNIPD943	2	0.75
M_etoh_e	Bacillus_sp_DTU-UNIPD918	4	0.18666666666666665
M_etoh_e	Bacillus_sp_DTU-UNIPD958	13	0.08461538461538462
M_etoh_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	10	0.225
M_etoh_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	8	0.057499999999999996
M_etoh_e	Cloacibacillus_sp_DTU-UNIPD942	16	0.09437500000000001
M_etoh_e	Clostridia_sp_DTU-UNIPD924	6	0.11833333333333335
M_etoh_e	Clostridia_sp_DTU-UNIPD948	4	0.0325
M_etoh_e	Clostridia_sp_DTU-UNIPD951	10	0.16700000000000004
M_etoh_e	Clostridia_sp_DTU-UNIPD961	13	0.16897435897435897
M_etoh_e	Clostridia_sp_DTU-UNIPD964	15	0.08866666666666669
M_etoh_e	Clostridia_sp_DTU-UNIPD970	5	0.034
M_etoh_e	Clostridiales_sp_DTU-UNIPD956	8	0.2125
M_etoh_e	Firmicutes_sp_DTU-UNIPD921	11	0.22212121212121208
M_etoh_e	Firmicutes_sp_DTU-UNIPD940	5	0.23800000000000004
M_etoh_e	Firmicutes_sp_DTU-UNIPD945	6	0.02333333333333333
M_etoh_e	Firmicutes_sp_DTU-UNIPD954	12	0.16083333333333336
M_etoh_e	Firmicutes_sp_DTU-UNIPD974	8	0.08000000000000002
M_etoh_e	Limnochordia_sp_DTU-UNIPD962	13	0.23769230769230767
M_etoh_e	Methanothermobacter_wolfeii_DTU-UNIPD957	15	0.14933333333333332
M_etoh_e	Pseudorhodobacter_sp_DTU-UNIPD967	5	0.4966666666666667
M_etoh_e	Sphaerochaeta_sp_DTU-UNIPD955	3	0.5755555555555555
M_etoh_e	Syntrophothermus_sp_DTU-UNIPD934	6	0.21333333333333337
M_fald_e	Clostridia_sp_DTU-UNIPD970	2	0.055
M_fald_e	Firmicutes_sp_DTU-UNIPD959	1	0.08
M_fe2_e	Acetomicrobium_sp_DTU-UNIPD972	18	0.7348148148148147
M_fe2_e	Acidaminococcales_sp_DTU-UNIPD952	17	0.6576470588235295
M_fe2_e	Actinobacteria_sp_DTU-UNIPD965	29	0.5393103448275862
M_fe2_e	Alcaligenaceae_sp_DTU-UNIPD943	23	0.8760869565217392
M_fe2_e	Aminobacterium_colombiense_DTU-UNIPD933	24	0.7909722222222223
M_fe2_e	Azonexus_sp_DTU-UNIPD953	13	0.9743589743589745
M_fe2_e	Bacillus_sp_DTU-UNIPD958	28	0.5439285714285714
M_fe2_e	Bacteroidales_sp_DTU-UNIPD922	37	0.43729729729729727
M_fe2_e	Bacteroidales_sp_DTU-UNIPD936	15	0.8255555555555555
M_fe2_e	Burkholderiales_sp_DTU-UNIPD944	7	0.5814285714285715
M_fe2_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	26	0.5297435897435898
M_fe2_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	23	0.6168115942028985
M_fe2_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	29	0.5497701149425288
M_fe2_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	19	0.5871929824561404
M_fe2_e	Catabacter_sp_DTU-UNIPD932	23	0.6542028985507246
M_fe2_e	Cloacibacillus_sp_DTU-UNIPD942	31	0.4493548387096774
M_fe2_e	Clostridia_sp_DTU-UNIPD924	34	0.5718627450980392
M_fe2_e	Clostridia_sp_DTU-UNIPD946	29	0.4428735632183908
M_fe2_e	Clostridia_sp_DTU-UNIPD948	25	0.6712
M_fe2_e	Clostridia_sp_DTU-UNIPD951	28	0.6235714285714286
M_fe2_e	Clostridia_sp_DTU-UNIPD961	31	0.46419354838709675
M_fe2_e	Clostridia_sp_DTU-UNIPD964	30	0.5543333333333333
M_fe2_e	Clostridiales_sp_DTU-UNIPD926	18	0.44407407407407407
M_fe2_e	Clostridiales_sp_DTU-UNIPD939	16	0.546875
M_fe2_e	Clostridiales_sp_DTU-UNIPD956	27	0.6824691358024692
M_fe2_e	Clostridiales_sp_DTU-UNIPD971	26	0.5003846153846154
M_fe2_e	Fermentimonas_massiliensis_DTU-UNIPD960	19	0.7531578947368421
M_fe2_e	Firmicutes_sp_DTU-UNIPD921	23	0.5865217391304348
M_fe2_e	Firmicutes_sp_DTU-UNIPD923	21	0.6823809523809524
M_fe2_e	Firmicutes_sp_DTU-UNIPD930	26	0.6080769230769231
M_fe2_e	Firmicutes_sp_DTU-UNIPD938	31	0.4626881720430107
M_fe2_e	Firmicutes_sp_DTU-UNIPD940	24	0.5740277777777777
M_fe2_e	Firmicutes_sp_DTU-UNIPD945	21	0.5173015873015873
M_fe2_e	Firmicutes_sp_DTU-UNIPD954	27	0.5981481481481481
M_fe2_e	Firmicutes_sp_DTU-UNIPD959	32	0.4485416666666666
M_fe2_e	Firmicutes_sp_DTU-UNIPD966	20	0.6565
M_fe2_e	Firmicutes_sp_DTU-UNIPD974	18	0.7342592592592594
M_fe2_e	Limnochordia_sp_DTU-UNIPD962	20	0.689
M_fe2_e	Limnochordia_sp_DTU-UNIPD975	30	0.47833333333333333
M_fe2_e	Methanothermobacter_wolfeii_DTU-UNIPD957	22	0.4531818181818182
M_fe2_e	Petrimonas_sp_DTU-UNIPD925	19	0.9438596491228071
M_fe2_e	Pseudorhodobacter_sp_DTU-UNIPD967	12	0.9824999999999999
M_fe2_e	Rikenellaceae_sp_DTU-UNIPD929	22	0.663939393939394
M_fe2_e	Ruminococcaceae_sp_DTU-UNIPD949	15	0.5026666666666667
M_fe2_e	Ruminococcaceae_sp_DTU-UNIPD968	21	0.5238095238095238
M_fe2_e	Sphaerochaeta_sp_DTU-UNIPD955	19	0.751578947368421
M_fe2_e	Sphaerochaeta_sp_DTU-UNIPD963	16	0.6170833333333332
M_fe2_e	Synergistetes_sp_DTU-UNIPD919	16	0.680625
M_fe2_e	Syntrophomonas_sp_DTU-UNIPD935	20	0.6841666666666667
M_fe2_e	Tepidanaerobacter_sp_DTU-UNIPD928	17	0.6629411764705883
M_fe2_e	bin_8_metaspades	22	0.6172077922077922
M_fe3_e	Bacillus_sp_DTU-UNIPD918	29	0.8742528735632183
M_fol_e	Bacillus_sp_DTU-UNIPD918	12	0.9183333333333333
M_fol_e	Clostridiales_sp_DTU-UNIPD956	12	0.8358333333333334
M_fol_e	Firmicutes_sp_DTU-UNIPD966	5	0.9039999999999999
M_fol_e	Firmicutes_sp_DTU-UNIPD974	4	1.0
M_fol_e	Ilumatobacter_sp_DTU-UNIPD920	16	0.6174999999999999
M_fol_e	Methanoculleus_thermophilus_DTU-UNIPD927	7	0.6757142857142858
M_fol_e	Methanothermobacter_wolfeii_DTU-UNIPD957	4	0.41
M_fol_e	Rikenellaceae_sp_DTU-UNIPD929	3	0.43
M_fol_e	bin_8_metaspades	13	0.8523076923076923
M_for_e	Aeromicrobium_sp_DTU-UNIPD973	5	0.49000000000000005
M_for_e	Bacteroidales_sp_DTU-UNIPD922	11	0.0790909090909091
M_for_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	7	0.11142857142857143
M_for_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	4	0.3875
M_for_e	Fermentimonas_massiliensis_DTU-UNIPD960	4	0.875
M_for_e	Firmicutes_sp_DTU-UNIPD954	8	0.13000000000000003
M_for_e	Ruminococcaceae_sp_DTU-UNIPD968	6	0.07166666666666667
M_for_e	Sphaerochaeta_sp_DTU-UNIPD955	1	0.14
M_fru_e	Petrimonas_sp_DTU-UNIPD925	1	1.0
M_fru_e	Tepidanaerobacter_sp_DTU-UNIPD928	1	0.04
M_fum_e	Acidaminococcales_sp_DTU-UNIPD952	3	0.52
M_fum_e	Bacillus_sp_DTU-UNIPD918	4	0.435
M_fum_e	Bacillus_sp_DTU-UNIPD958	8	0.355
M_fum_e	Burkholderiales_sp_DTU-UNIPD944	3	0.7222222222222222
M_fum_e	Catabacter_sp_DTU-UNIPD932	7	0.65
M_fum_e	Clostridia_sp_DTU-UNIPD961	9	0.2766666666666666
M_fum_e	Clostridia_sp_DTU-UNIPD964	5	0.296
M_fum_e	Firmicutes_sp_DTU-UNIPD938	4	0.2675
M_fum_e	Firmicutes_sp_DTU-UNIPD959	5	0.4619999999999999
M_fum_e	Firmicutes_sp_DTU-UNIPD966	6	0.685
M_fum_e	Methanothermobacter_wolfeii_DTU-UNIPD957	9	0.3633333333333333
M_fum_e	Synergistetes_sp_DTU-UNIPD919	5	0.38666666666666666
M_g3pe_e	Acetomicrobium_sp_DTU-UNIPD972	3	0.6733333333333333
M_g3pe_e	Acidaminococcales_sp_DTU-UNIPD952	3	0.4266666666666667
M_g3pe_e	Aminobacterium_colombiense_DTU-UNIPD933	3	1.0
M_g3pe_e	Bacteroidales_sp_DTU-UNIPD922	6	0.4116666666666667
M_g3pe_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	3	0.6366666666666667
M_g3pe_e	Ca_Thermacetogeniaceae_sp_DTU-UNIPD947	1	1.0
M_g3pe_e	Clostridiales_sp_DTU-UNIPD971	2	0.1
M_g3pe_e	Fermentimonas_massiliensis_DTU-UNIPD960	3	0.8333333333333334
M_g3pe_e	Firmicutes_sp_DTU-UNIPD938	5	1.0
M_g3pe_e	Firmicutes_sp_DTU-UNIPD959	6	0.7733333333333333
M_g3pe_e	Firmicutes_sp_DTU-UNIPD974	3	1.0
M_g3pe_e	Synergistetes_sp_DTU-UNIPD919	1	1.0
M_g3pe_e	Syntrophomonas_sp_DTU-UNIPD935	4	0.875
M_g3pe_e	Syntrophothermus_sp_DTU-UNIPD934	2	0.69
M_g3pe_e	Tepidanaerobacter_sp_DTU-UNIPD928	5	0.8133333333333332
M_g3pg_e	Bacteroidales_sp_DTU-UNIPD922	1	0.11
M_g3pg_e	Ca_Anaerovoracaceae_sp_DTU-UNIPD937	1	0.91
M_g3pg_e	Firmicutes_sp_DTU-UNIPD940	1	1.0
M_g3pg_e	Firmicutes_sp_DTU-UNIPD959	1	0.7
M_g3pg_e	Firmicutes_sp_DTU-UNIPD974	2	0.365
M_g3pg_e	Syntrophothermus_sp_DTU-UNIPD934	1	0.62
M_gal_e	Firmicutes_sp_DTU-UNIPD921	1	0.36
M_galman4_e	Clostridia_sp_DTU-UNIPD951	5	0.652
M_galman6_e	Clostridia_sp_DTU-UNIPD951	5	0.34800000000000003
M_glc__D_e	Acholeplasmatales_sp_DTU-UNIPD950	2	0.63
M_glc__D_e	Bacillales_sp_DTU-UNIPD969	9	0.7988888888888889
M_glc__D_e	Bacillus_sp_DTU-UNIPD918	2	0.75
M_glc__D_e	Bacillus_sp_DTU-UNIPD958	4	0.5775
M_glc__D_e	Bacteroidales_sp_DTU-UNIPD936	8	0.70625
M_glc__D_e	Catabacter_sp_DTU-UNIPD932	6	0.8477777777777779
M_glc__D_e	Clostridia_sp_DTU-UNIPD948	3	0.5433333333333333
M_glc__D_e	Clostridia_sp_DTU-UNIPD961	5	0.48600000000000004
M_glc__D_e	Clostridia_sp_DTU-UNIPD964	15	0.2742222222222222
M_glc__D_e	Clostridiales_sp_DTU-UNIPD971	3	0.7600000000000001
M_glc__D_e	Fermentimonas_massiliensis_DTU-UNIPD960	5	0.9480000000000001
M_glc__D_e	Firmicutes_sp_DTU-UNIPD921	5	0.8666666666666668
M_glc__D_e	Firmicutes_sp_DTU-UNIPD940	1	0.25
M_glc__D_e	Ilumatobacter_sp_DTU-UNIPD920	5	1.0
M_glc__D_e	Limnochordia_sp_DTU-UNIPD962	3	0.8433333333333334
M_glc__D_e	Limnochordia_sp_DTU-UNIPD975	9	0.49666666666666665
M_glc__D_e	Petrimonas_sp_DTU-UNIPD925	6	0.8888888888888888
M_glc__D_e	Ruminococcaceae_sp_DTU-UNIPD968	6	0.7200000000000001
M_glc__D_e	bin_8_metaspades	4	0.875
M_glcman4_e	Clostridia_sp_DTU-UNIPD951	1	0.37
M_glcman4_e	Firmicutes_sp_DTU-UNIPD930	1	0.21
M_glcman6_e	Clostridia_sp_DTU-UNIPD951	2	0.815
M_glcman6_e	Firmicutes_sp_DTU-UNIPD930	1	0.79
M_glcn_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	2	0.025
M_glcn_e	Ca_Caldatribacterium_sp_DTU-UNIPD941	2	0.025
M_glcn_e	Clostridia_sp_DTU-UNIPD961	4	0.045
M_glcn_e	Firmicutes_sp_DTU-UNIPD959	4	0.0375
M_glcn_e	Ilumatobacter_sp_DTU-UNIPD920	1	1.0
M_glcn_e	Petrimonas_sp_DTU-UNIPD925	1	0.5
M_glcur_e	Acholeplasmatales_sp_DTU-UNIPD950	2	0.07
M_glcur_e	Actinobacteria_sp_DTU-UNIPD965	1	0.82
M_glcur_e	Bacillales_sp_DTU-UNIPD969	1	0.78
M_glcur_e	Bacillus_sp_DTU-UNIPD918	1	0.6666666666666666
M_glcur_e	Bacillus_sp_DTU-UNIPD958	1	0.03
M_glcur_e	Ca. Dethiobacteraceae_sp_DTU-UNIPD931	1	0.31
M_glcur_e	Ca_Dethiobacteraceae_sp_DTU-UNIPD976	1	1.0
M_glcur_e	Clostridia_sp_DTU-UNIPD924	1	1.0
M_glcur_e	Clostridia_sp_DTU-UNIPD948	1	1.0
M_glcur_e	Clostridiales_sp_DTU-UNIPD956	1	0.6666666666666666
M_glcur_e	Clostridiales_sp_DTU-UNIPD971	1	0.03
M_glcur_e	Firmicutes_sp_DTU-UNIPD923	1	1.0
M_glcur_e	Firmicutes_sp_DTU-UNIPD930	1	0.01
M_glcur_e	Firmicutes_sp_DTU-UNIPD954	2	0.425
